SampleName	cluster	silhouetteValue	unmapped_cluster
DLBCL_LS1395	3	-0.0294883263955876	2
DLBCL_LS2305	3	-0.0699990676492609	2
DLBCL_LS2325	3	-0.0016897732266168	2
DLBCL_LS2328	3	0.0290272401085318	2
DLBCL_LS297	3	0.0207647123154566	2
DLBCL_LS3820	3	-0.0519357642034663	2
DLBCL_LS4592	3	-0.0359453591911558	2
DLBCL_LS4593	3	-0.0352303187567298	2
DLBCL_C_D_1110_NULLPAIR	3	0.0701676875828067	2
DLBCL_MAYO_DLBCL_234	3	-0.0690696739502796	2
DLBCL_LS155	3	0.0560393189094419	2
DLBCL_LS4618	3	0.141424841348651	2
DLBCL_LS3615	3	0.0198468885835991	2
DLBCL_RICOVER_744	3	0.0774305626473226	2
DLBCL_RICOVER_111	3	-0.0489038920273853	2
DLBCL_RICOVER_320	3	-0.0024067383902639	2
DLBCL_LS843	3	0.0498366699834155	2
DLBCL_RICOVER_1283	3	0.0301824685483531	2
DLBCL_MC_F344_CJS	3	-0.0044852997903444	2
DLBCL_MC_F349_BJJ	3	0.102280172039939	2
DLBCL_MC_F358_WDS	3	0.0010917134631016	2
DLBCL_MC_F362_MJB1	3	-0.0056424671439406	2
DLBCL_MC_F606_DMJ	3	0.0107241334012799	2
DLBCL_RICOVER_1013	3	-0.10146614700581	2
DLBCL_RICOVER_1046	3	-0.115517870285534	2
DLBCL_RICOVER_1263	3	-0.0911194996299299	2
DLBCL_MC_F064AB	3	-0.0330051545897557	2
DLBCL_RICOVER_208	3	-0.108984151910857	2
DLBCL_RICOVER_1269	3	-0.128964150332819	2
DLBCL_RICOVER_577	3	-0.0326596618596367	2
DLBCL_RICOVER_469	3	0.0350153596748429	2
DLBCL_RICOVER_440	3	-0.0264963342541701	2
DLBCL_RICOVER_384	3	0.0468281203711563	2
DLBCL_RICOVER_463	3	-0.0323452010418676	2
DLBCL_RICOVER_269	3	0.102581790965715	2
DLBCL_RICOVER_267	3	0.0244531432519938	2
DLBCL_RICOVER_258	3	-0.0148584583868245	2
DLBCL_RICOVER_216	3	-0.0012437254429977	2
DLBCL_LS762	3	0.0103688777595331	2
DLBCL_LS1668	4	0.0522455832339578	5
DLBCL_BWH_DLBCL64	4	0.0857516841929262	5
DLBCL_C_D_1103_NULLPAIR	4	0.0988746552227449	5
DLBCL_C_D_1107_NULLPAIR	4	0.0404091905891978	5
DLBCL_C_D_1109_NULLPAIR	4	0.179323954785676	5
DLBCL_C_D_1121_NULLPAIR	4	0.107899690585158	5
DLBCL_C_D_1139_NULLPAIR	4	0.0661656569513324	5
DLBCL_C_D_1138_NULLPAIR	4	0.0304676588004801	5
DLBCL_C_D_1146_NULLPAIR	4	0.0119095954917418	5
DLBCL_LS1899	4	0.0679600101722905	5
DLBCL_C_D_1153_NULLPAIR	4	-0.125154019933671	5
DLBCL_RICOVER_1018	4	0.0619134268802436	5
DLBCL_C_D_1159_NULLPAIR	4	0.020646723409499	5
DLBCL_LS2357	4	0.0735151126659657	5
DLBCL_LS2599	4	0.0010138298478275	5
DLBCL_LS3387	4	0.0697035613942416	5
DLBCL_LS3499	4	0.126405271580741	5
DLBCL_MC_F139_LJF	4	0.0645967456979099	5
DLBCL_C_D_1151_NULLPAIR	4	0.157026367136651	5
DLBCL_LS951	4	0.170952935493675	5
DLBCL_C_D_1148_NULLPAIR	4	0.122731816747874	5
DLBCL_C_D_1115_NULLPAIR	4	0.183058751736238	5
DLBCL_RICOVER_575	4	0.0924538836929128	5
DLBCL_RICOVER_1072	4	0.0957152360284909	5
DLBCL_RICOVER_1199	4	0.0336204527942159	5
DLBCL_MC_F218_RAP	4	0.0876321491513705	5
DLBCL_RICOVER_1247	4	-0.0241878861131651	5
DLBCL_RICOVER_148	4	0.0174598699520621	5
DLBCL_RICOVER_151	4	-0.0325145905042731	5
DLBCL_RICOVER_197	4	0.0762918590500909	5
DLBCL_RICOVER_274	4	-0.107438486281466	5
DLBCL_RICOVER_336	4	0.146793997966271	5
DLBCL_RICOVER_338	4	0.168861961881029	5
DLBCL_RICOVER_361	4	0.150510570393761	5
DLBCL_RICOVER_408	4	0.141637127092172	5
DLBCL_RICOVER_522	4	0.0602387451368822	5
DLBCL_RICOVER_617	4	0.112919408718546	5
DLBCL_RICOVER_692	4	0.0683269071933255	5
DLBCL_RICOVER_701	4	0.0784631070736508	5
DLBCL_RICOVER_711	4	0.0364923760637533	5
DLBCL_RICOVER_866	4	0.030664367344457	5
DLBCL_RICOVER_950	4	0.0698407747711127	5
DLBCL_RICOVER_985	4	0.14929387124981	5
DLBCL_LS2590	4	0.0992257890311712	5
DLBCL_RICOVER_597	4	0.0694056152791077	5
DLBCL_RICOVER_1045	4	0.109711333559488	5
DLBCL_MC_F815_BAT	4	0.077583283837017	5
DLBCL_RICOVER_1061	4	0.0083646039830637	5
DLBCL_RICOVER_1138	4	0.0049560967569344	5
DLBCL_RICOVER_173	5	0.0010704853228034	4
DLBCL_C_D_1104_NULLPAIR	5	0.05093085481643	4
DLBCL_C_D_1120_NULLPAIR	5	-0.105303243813522	4
DLBCL_C_D_1124_NULLPAIR	5	0.078204268422593	4
DLBCL_C_D_1125_NULLPAIR	5	0.0846108034431751	4
DLBCL_C_D_1140_NULLPAIR	5	-0.025985187385668	4
DLBCL_C_D_1142_NULLPAIR	5	-0.0802603735367615	4
DLBCL_C_D_1144_NULLPAIR	5	0.0583584355838213	4
DLBCL_C_D_1163_NULLPAIR	5	-0.0032994015772872	4
DLBCL_C_D_1166_NULLPAIR	5	0.0443360737093936	4
DLBCL_LS148	5	-0.0242241576528847	4
DLBCL_LS1546	5	-0.0067517783507064	4
DLBCL_LS1583	5	-0.124442092143064	4
DLBCL_LS1683	5	-0.0618764733794547	4
DLBCL_LS2208	5	0.0775481610992377	4
DLBCL_LS2596	5	-0.0705434538375484	4
DLBCL_LS3200	5	0.008015191489176	4
DLBCL_LS4085	5	-0.0407110471017652	4
DLBCL_LS4619	5	-0.0247939999670378	4
DLBCL_MC_F089_MLB	5	0.0596403123931674	4
DLBCL_MC_F339_JPS2	5	-0.0087531204147015	4
DLBCL_RICOVER_704	5	-0.0219235247145865	4
DLBCL_RICOVER_712	5	0.0302935269395181	4
DLBCL_RICOVER_720	5	-0.0737436534723499	4
DLBCL_RICOVER_99	5	0.0331228477919685	4
DLBCL_RICOVER_763	5	0.0789986599415098	4
DLBCL_C_D_1145_NULLPAIR	5	-0.103569693179013	4
DLBCL_RICOVER_956	5	-0.0847899288891536	4
DLBCL_RICOVER_850	5	0.0624079789637062	4
DLBCL_DFCI_DLBCL_GOE05	5	0.0184150753504298	4
DFCIDL008_DT	5	0.076477029909281	4
DFCIDL004_DT	5	0.0738176421188181	4
DLBCL_RICOVER_1204	5	-0.0087618682862189	4
DLBCL_LS1304	5	-0.0874884216555319	4
DLBCL_RICOVER_150	5	0.0889612017296349	4
DLBCL_RICOVER_134	5	0.164469076978406	4
DLBCL_RICOVER_1329	5	0.0516814727534415	4
DLBCL_RICOVER_1299	5	0.0967958735983135	4
DLBCL_RICOVER_1293	5	0.106930542546225	4
DLBCL_RICOVER_1289	5	0.0919561287799702	4
DLBCL_RICOVER_1287	5	0.095638780400104	4
DLBCL_RICOVER_1278	5	-0.176526352925675	4
DLBCL_RICOVER_1257	5	0.0636002083187888	4
DLBCL_RICOVER_1248	5	0.129620796858849	4
DLBCL_RICOVER_1237	5	0.152135181315146	4
DLBCL_RICOVER_1219	5	0.0880715964022141	4
DLBCL_RICOVER_1192	5	0.0307980481698888	4
DLBCL_RICOVER_1106	5	0.112899058963295	4
DLBCL_RICOVER_1190	5	0.0340543090327149	4
DLBCL_MC_F990_MNA	5	0.0731786190909183	4
DLBCL_C_D_PAIR20	5	0.0968743136658331	4
DLBCL_MC_F519_ALT	5	-0.0035717705824152	4
DLBCL_RICOVER_314	5	0.0449510257826808	4
DLBCL_MC_F927_JHS	5	0.0357924453360425	4
DLBCL_RICOVER_1032	5	0.0775981037506288	4
DLBCL_RICOVER_685	5	0.0286281402393223	4
DLBCL_RICOVER_585	5	0.0150479292769583	4
DLBCL_RICOVER_221	5	0.107285140540026	4
DLBCL_RICOVER_543	5	0.0410340151761693	4
DLBCL_RICOVER_467	5	0.0465912421696512	4
DLBCL_RICOVER_449	5	-0.103827914712135	4
DLBCL_RICOVER_431	5	0.0760425286187246	4
DLBCL_RICOVER_417	5	0.0486338291668376	4
DLBCL_RICOVER_224	5	0.108464802742168	4
DLBCL_C_D_PAIR23	5	0.1414601060395	4
DLBCL_RICOVER_506	5	0.0667709299938005	4
DLBCL_C_D_1105_NULLPAIR	5	-0.0227836411968931	4
