SampleName	cluster	silhouetteValue	unmapped_cluster
DLBCL_C_D_1127_NULLPAIR	3	-0.0130944603301635	2
DLBCL_LS155	3	0.105241584330683	2
DLBCL_LS2305	3	0.0807276435246807	2
DLBCL_MC_F358_WDS	3	0.255313813771702	2
DLBCL_LS3615	3	0.0004915061210796	2
DLBCL_LS762	3	0.0767741830222542	2
DLBCL_C_D_1112_NULLPAIR	3	-0.0023436349478343	2
DLBCL_C_D_1113_NULLPAIR	3	0.0125516486031288	2
DLBCL_RICOVER_469	3	-0.0099355737168961	2
DLBCL_RICOVER_1283	3	-0.13443246981259	2
DLBCL_LS3820	3	0.0416930937636458	2
DLBCL_RICOVER_267	3	0.152609161813035	2
DLBCL_MC_F064AB	3	0.047392224406281	2
DLBCL_RICOVER_1013	3	0.0735640506062482	2
DLBCL_RICOVER_744	3	0.0426475767496895	2
DLBCL_MC_F362_MJB1	3	0.0763685220318964	2
DLBCL_LS2325	3	0.182285517371142	2
DLBCL_RICOVER_1263	3	0.140043054216453	2
DLBCL_MC_F349_BJJ	3	-0.149979028688313	2
DLBCL_LS1098	3	0.119441253079225	2
DLBCL_RICOVER_440	3	0.121633242740097	2
DLBCL_MAYO_DLBCL_234	3	0.0352002960498292	2
DLBCL_LS4618	3	-0.0681842890990475	2
DLBCL_C_D_1133_NULLPAIR	3	0.0706217746580606	2
DLBCL_RICOVER_1046	3	0.0462382907209186	2
DLBCL_DFCI_DLBCL_GOE16	3	0.0302837346146283	2
DLBCL_LS4616	3	0.0605684914935074	2
DLBCL_LS1395	3	0.113371668954558	2
DLBCL_MC_F344_CJS	3	0.0019836294335315	2
DLBCL_LS2328	3	0.170200100786447	2
DLBCL_RICOVER_208	3	0.0509782579923856	2
DLBCL_C_D_1162_NULLPAIR	3	-0.0206539370124244	2
DLBCL_RICOVER_577	3	0.158019116539613	2
DLBCL_RICOVER_320	3	-0.0192030405266638	2
DLBCL_LS4593	3	0.0505500660303044	2
DLBCL_RICOVER_269	3	0.0742552750180951	2
DLBCL_LS843	3	-0.038817775455576	2
DLBCL_RICOVER_384	3	0.104976617045753	2
DLBCL_MC_F606_DMJ	3	0.0321904983633953	2
DLBCL_RICOVER_463	3	0.116410179754054	2
DLBCL_LS4592	3	0.0212130603530784	2
DLBCL_RICOVER_1269	3	-0.114141294215668	2
DLBCL_LS1620	3	0.219643930610271	2
DLBCL_C_D_1141_NULLPAIR	3	0.0038210445484059	2
DFCIDL009_DT	3	0.253453200144415	2
DLBCL_C_D_1157_NULLPAIR	3	0.155305540388785	2
DLBCL_C_D_1110_NULLPAIR	3	0.170375988816989	2
DLBCL_LS951	4	0.139082104274559	1
DLBCL_RICOVER_1061	4	0.142479505358208	1
DLBCL_C_D_1138_NULLPAIR	4	0.0657743984106892	1
DLBCL_LS1668	4	0.0381727586234635	1
DLBCL_C_D_1148_NULLPAIR	4	0.153163333709436	1
DLBCL_RICOVER_866	4	0.0387421741933507	1
DLBCL_RICOVER_522	4	0.0712842765227943	1
DLBCL_C_D_1139_NULLPAIR	4	-0.089632934319793	1
DLBCL_C_D_1159_NULLPAIR	4	0.234881961384379	1
DLBCL_C_D_1103_NULLPAIR	4	0.257358231724368	1
DLBCL_RICOVER_1199	4	0.154483833947552	1
DLBCL_RICOVER_950	4	0.0716523821715718	1
DLBCL_RICOVER_985	4	-0.0059144501414873	1
DLBCL_C_D_1146_NULLPAIR	4	0.158378946305621	1
DLBCL_C_D_1153_NULLPAIR	4	0.247650975714338	1
DLBCL_RICOVER_361	4	0.095267981665016	1
DLBCL_MC_F139_LJF	4	0.001825013300695	1
DLBCL_C_D_1151_NULLPAIR	4	0.0701658046401255	1
DLBCL_RICOVER_701	4	0.217813704309555	1
DLBCL_C_D_1107_NULLPAIR	4	0.0510161030944338	1
DLBCL_MC_F815_BAT	4	-0.0169425012402991	1
DLBCL_LS2357	4	0.0645535362585314	1
DLBCL_RICOVER_1138	4	0.0387663177882383	1
DLBCL_RICOVER_408	4	0.163582749201006	1
DLBCL_RICOVER_336	4	-0.14327501661706	1
DLBCL_RICOVER_1018	4	-0.0003096809275113	1
DLBCL_RICOVER_1072	4	0.0699169924702329	1
DLBCL_RICOVER_1247	4	-0.10932531318547	1
DLBCL_RICOVER_151	4	0.0035314653584611	1
DLBCL_RICOVER_617	4	-0.038366117408055	1
DLBCL_RICOVER_1045	4	0.284881437446583	1
DLBCL_LS3499	4	0.0986098128887015	1
DLBCL_LS1899	4	0.070959192677533	1
DLBCL_C_D_1121_NULLPAIR	4	-0.0268352290302411	1
DLBCL_RICOVER_338	4	0.0770133735492869	1
DLBCL_RICOVER_148	4	0.10755450778646	1
DLBCL_RICOVER_197	4	0.0274985830589524	1
DLBCL_LS2599	4	-0.026658128009185	1
DLBCL_MC_F218_RAP	4	0.0468598754984213	1
DLBCL_LS3387	4	0.169036651077994	1
DLBCL_RICOVER_692	4	0.124162861053023	1
DLBCL_RICOVER_711	4	0.0324557978936301	1
DLBCL_RICOVER_274	4	0.0116797796017178	1
DLBCL_BWH_DLBCL64	4	0.107023120545429	1
DLBCL_RICOVER_1081	4	-0.0366251085688197	1
DLBCL_C_D_1115_NULLPAIR	4	0.0071564979839583	1
DLBCL_RICOVER_575	4	0.192343700313587	1
DLBCL_C_D_1166_NULLPAIR	5	0.147995600040814	4
DLBCL_RICOVER_1293	5	0.0646526773651474	4
DLBCL_C_D_PAIR23	5	0.227109136137407	4
DLBCL_RICOVER_1248	5	0.190128712509934	4
DLBCL_C_D_1125_NULLPAIR	5	-0.0112760524087832	4
DLBCL_MC_F519_ALT	5	-0.112915844738191	4
DFCIDL004_DT	5	-0.0978013768269095	4
DLBCL_C_D_1142_NULLPAIR	5	0.0886527964181897	4
DLBCL_RICOVER_467	5	-0.0205874679753276	4
DLBCL_C_D_1104_NULLPAIR	5	0.125810840970088	4
DLBCL_RICOVER_1278	5	0.0562554479012685	4
DLBCL_C_D_1145_NULLPAIR	5	-0.0325989472462166	4
DLBCL_RICOVER_150	5	-0.0220526584466079	4
DLBCL_DFCI_DLBCL_GOE05	5	0.240064829783855	4
DLBCL_RICOVER_1106	5	0.0918458869748714	4
DLBCL_RICOVER_314	5	0.203892110776165	4
DLBCL_RICOVER_850	5	0.141984060783369	4
DLBCL_LS148	5	0.0866313908385324	4
DLBCL_RICOVER_1032	5	0.192219093545362	4
DLBCL_RICOVER_1329	5	-0.0116104918754023	4
DLBCL_RICOVER_704	5	-0.144983511741805	4
DLBCL_RICOVER_1219	5	-0.0036832212254598	4
DLBCL_LS4085	5	0.0411930094974043	4
DLBCL_RICOVER_99	5	0.153114646670198	4
DLBCL_LS2596	5	-0.0438317159390497	4
DLBCL_RICOVER_1204	5	0.0196173258114138	4
DLBCL_RICOVER_585	5	-0.10218822172985	4
DLBCL_RICOVER_956	5	-0.0060831216662174	4
DLBCL_C_D_1144_NULLPAIR	5	0.0755610110583202	4
DFCIDL008_DT	5	-0.0331651905579945	4
DLBCL_C_D_1105_NULLPAIR	5	0.1068609655313	4
DLBCL_C_D_1124_NULLPAIR	5	0.0589482606965495	4
DLBCL_RICOVER_224	5	-0.0811374828155288	4
DLBCL_RICOVER_597	5	-0.0149192388510617	4
DLBCL_RICOVER_1289	5	0.152448771091603	4
DLBCL_MC_F089_MLB	5	0.0954223562833318	4
DLBCL_C_D_1120_NULLPAIR	5	0.158628192314288	4
DLBCL_RICOVER_417	5	0.182825979278318	4
DLBCL_LS1546	5	0.156469462983474	4
DLBCL_RICOVER_221	5	-0.104438895440264	4
DLBCL_RICOVER_431	5	-0.0837790859812198	4
DLBCL_MC_F990_MNA	5	0.0034847839631975	4
DLBCL_RICOVER_1190	5	-0.193983281263251	4
DLBCL_RICOVER_712	5	-0.0733936628855631	4
DLBCL_RICOVER_543	5	0.0942906085823529	4
DLBCL_RICOVER_134	5	-0.12554872799999	4
DLBCL_LS1583	5	0.219464600693251	4
DLBCL_C_D_1140_NULLPAIR	5	0.0939280615794375	4
DLBCL_LS1304	5	0.147373231558454	4
DLBCL_LS4619	5	0.197190107314791	4
DLBCL_RICOVER_763	5	0.0315419242273826	4
DLBCL_RICOVER_216	5	0.176504444476122	4
DLBCL_RICOVER_1192	5	0.101770015843816	4
DLBCL_RICOVER_1237	5	-0.136541444708552	4
DLBCL_LS2208	5	0.0206942182041526	4
DLBCL_C_D_1163_NULLPAIR	5	0.150756235157385	4
DLBCL_LS2590	5	0.0362874040911786	4
DLBCL_RICOVER_720	5	0.0620623867461909	4
DLBCL_LS3200	5	0.121186143220644	4
DLBCL_LS1683	5	0.0658838316726479	4
DLBCL_RICOVER_449	5	-0.0933421619067284	4
DLBCL_RICOVER_173	5	-0.0092787203022652	4
DLBCL_RICOVER_685	5	-0.0215464147287098	4
DLBCL_MC_F927_JHS	5	0.0922261714447949	4
DLBCL_C_D_PAIR20	5	0.0240646827968326	4
DLBCL_RICOVER_1257	5	0.0614788045864737	4
DLBCL_RICOVER_506	5	0.0708568475991758	4
DLBCL_MC_F339_JPS2	5	-0.113471618661602	4
DLBCL_RICOVER_1299	5	-0.116175022801006	4
DLBCL_RICOVER_1287	5	0.195813502861934	4
