SampleName	cluster	silhouetteValue
DLBCL10992	2	0.00797056083266105
DLBCL11595	2	0.108155919577439
DLBCL10893	2	-0.0138372157701935
DLBCL10457	2	0.113702044688114
DLBCL11001	2	0.106254927474927
DLBCL10867	2	0.0395944336442088
DLBCL11450	2	0.107808017635316
DLBCL10540	2	0.0633460269391487
DLBCL10909	2	0.0965303841611323
DLBCL10534	2	0.0564923596395924
DLBCL10963	2	0.0540481470793324
DLBCL10990	2	0.118036781367577
DLBCL11581	2	0.0527549930941631
DLBCL10924	2	-0.0233076014094452
DLBCL10889	2	-0.0876192243789898
DLBCL10887	2	0.0286276420807307
DLBCL10930	2	0.0373671147376592
DLBCL10865	2	0.0959996559668911
DLBCL10883	2	0.0919636408788708
DLBCL10898	2	0.0634756168072589
DLBCL11513	2	0.138645187619318
DLBCL10833	2	0.103105681231053
DLBCL10836	2	0.0569061750826207
DLBCL10987	2	-0.00772123162221556
DLBCL10902	2	0.0550653600390544
DLBCL11195	2	-0.0241026714590584
DLBCL11451	2	-0.00111301063689809
DLBCL10852	2	0.127592236423577
DLBCL10916	2	0.0239373806198921
DLBCL10781	2	-0.00240967648879865
DLBCL10860	2	0.0637295202642612
DLBCL11000	2	0.0774906224068727
DLBCL11495	2	0.128244180377741
DLBCL10504	2	0.0700951435848882
DLBCL11514	2	0.0163844398298896
DLBCL10847	2	-0.117482315470714
DLBCL10938	2	0.0538511585761574
DLBCL10999	2	0.0873648434371762
DLBCL10915	2	0.0906984655564271
DLBCL11187	2	0.0711287663658243
DLBCL10467	2	0.0419909306526266
DLBCL10857	2	0.0132580957376289
DLBC_FF_A7CR_TP_NB	2	0.0243942705922065
DLBCL10516	2	-0.0609136747772474
DLBCL10842	2	0.0977565552129525
DLBCL11448	2	0.0919933050443658
DLBCL10890	2	0.114142822311089
DLBCL10862	2	0.104240754333528
DLBCL10837	2	0.26157558907567
DLBCL11242	2	0.0247038625312165
DLBCL10866	2	0.0672080295497119
DLBCL10891	2	0.150294191991196
DLBCL10854	2	0.168131515200031
DLBCL10964	2	0.0497863220803469
DLBCL11500	2	-0.00958042821105925
DLBCL11353	2	0.0119360819671086
DLBCL11440	2	0.119366504785552
DLBCL10904	2	0.0520462968259171
DLBCL10499	2	0.149349515615049
DLBCL10925	2	0.0519180119106897
DLBCL10864	2	0.106481462839201
DLBCL10943	2	0.167512397535065
DLBCL10888	2	0.0835892131487734
DLBCL10901	2	0.0171715336488234
DLBCL10508	2	0.0349708955095652
DLBCL10535	2	0.0482732646740533
DLBCL10876	2	-0.026365527824089
DLBCL10948	2	0.0411045803549662
DLBCL10471	2	0.100559017889563
DLBCL11194	2	-0.0160614155334698
DLBCL10530	2	0.126185401027807
DLBCL10880	2	0.0863315225413388
DLBCL11004	2	-0.00987450174158095
DLBCL10858	2	0.0617862580095795
DLBCL10870	2	0.118655411464217
DLBCL10853	2	0.113682672274968
DLBCL10463	2	0.13482803204969
DLBCL10951	2	0.018927357232033
DLBCL11476	2	-0.0280623024101749
DLBCL10848	2	0.029702082442415
DLBCL10550	2	-0.0184927739774687
DLBCL10532	2	0.16170661411878
DLBCL10967	2	-0.00594975186057889
DLBCL11558	3	0.107502863268007
DLBCL11685	3	0.171181478612176
DLBCL11678	3	0.106427485261333
DLBCL10914	3	0.110072169373475
DLBCL10518	3	0.0257019083011542
DLBCL11576	3	0.167313513322382
DLBCL10503	3	-0.079306365792958
DLBCL11526	3	-0.0312648116863194
DLBCL10465	3	-0.0115370514494512
DLBCL11669	3	0.0635227080445087
DLBCL11584	3	0.109459915460673
DLBCL11574	3	0.138348050061523
DLBCL11683	3	0.143788250451138
DLBCL11666	3	-0.0236528279825101
DLBCL11542	3	0.0451475506679176
DLBCL11566	3	0.0308615343029319
DLBCL10856	3	0.059903630111292
DLBCL11569	3	-0.00134845186524567
DLBCL11563	3	0.0285766095089721
DLBCL11533	3	-0.00828657652045332
DLBCL11667	3	0.0222744662790452
DLBCL11525	3	0.114729598339431
DLBCL10478	3	0.144149431859291
DLBCL11672	3	0.0791706829463977
DLBCL10565	3	0.0660307914002204
DLBCL11439	3	0.0993539098115954
DLBCL11541	3	0.0380287303880472
DLBCL11665	3	0.0904278799159416
DLBCL10995	3	0.0225209255291082
DLBCL10966	3	-0.0128755804701372
DLBCL10464	3	0.107683416757152
DLBCL11670	3	-0.0140828855748103
DLBCL11202	3	-0.0107381899549134
DLBCL10554	3	-0.00208366240024922
DLBCL10501	3	0.0328172822328189
DLBCL10476	3	0.0396848327533095
DLBCL11575	3	0.107030287440197
DLBCL11656	3	0.00275863000460685
DLBCL10466	3	-0.0257623131343698
DLBCL11534	3	0.118768266886177
DLBCL11573	3	0.00749389613492701
DLBCL10536	3	0.0907323426936887
DLBCL11684	3	0.111663443845332
DLBCL11657	3	0.0386250452774668
DLBCL10936	3	0.136296973346239
DLBC_FF_8046_TP_NB	3	0.0137624006572686
DLBCL10498	3	0.0245798492540403
DLBCL11585	3	0.10730184755004
DLBCL10537	3	0.0120020237184428
DLBCL10555	3	0.108867760278826
DLBCL10910	3	0.082704942943729
DLBCL11458	3	0.163007615021996
DLBCL11572	3	0.113087975427489
DLBCL11675	3	0.123513367082713
DLBCL11659	3	0.0370257131476765
DLBCL10553	3	0.0159334522213937
DLBCL10879	3	0.0611121726786674
DLBCL10481	3	0.00177810512784594
DLBCL10514	3	0.00879063585002107
DLBCL10472	3	0.0292246617263939
DLBCL11651	3	0.0294458405846253
DLBCL11532	3	0.0489416482919672
DLBCL11428	3	-0.0118223785762833
DLBCL11559	3	-0.00713397797382923
DLBCL10523	3	0.169029550520186
DLBCL11680	3	-0.0317540875691057
DLBCL11538	3	0.188165816471744
DLBCL10459	3	0.0219225096035254
DLBCL10780	3	-0.0561373040086756
DLBCL11528	3	0.123532980085785
DLBCL10522	3	0.192895349340929
DLBCL11469	3	0.165225491035998
DLBCL11455	3	-0.0908156290431233
DLBCL11515	3	0.10485557204862
DLBCL10491	3	0.0689687482943081
DLBCL11447	4	0.0377554209490955
DLBCL10973	4	-0.0490991062668462
DLBCL11510	4	0.0911718722507371
DLBCL11431	4	0.0857617193806422
DLBCL11460	4	0.0335757238565517
DLBCL11005	4	0.0049802805655814
DLBCL11459	4	0.0741876273942418
DLBCL11535	4	0.0350788846303395
DLBCL10873	4	0.0618895295822402
DLBCL10968	4	0.16976825972456
DLBCL10863	4	0.117339121811023
DLBCL11182	4	0.124551464749857
DLBCL10974	4	-0.0750978617366919
DLBCL11658	4	-0.0165155914495229
DLBCL10868	4	-0.0142725916990245
DLBCL10932	4	-0.0678825081940124
DLBCL10978	4	0.00226766459716972
DLBCL11560	4	0.0041135999449331
DLBCL11002	4	0.135083051222384
DLBCL11433	4	0.140291975199705
DLBCL10552	4	0.0118400168822493
DLBCL11471	4	0.0355644958511328
DLBCL11527	4	-0.022230706521675
DLBCL10450	4	0.0961073560305917
DLBCL11655	4	0.105689258440113
DLBCL10505	4	0.0937760076454311
DLBCL11453	4	-0.0560428295533958
DLBCL11196	4	0.0232685762062101
DLBCL10513	4	0.145021340615053
DLBCL10939	4	-0.0532564660013593
DLBCL11564	4	0.0570948418885606
DLBCL11504	4	-0.00414259747617492
DLBCL11491	4	0.0680927533238783
DLBCL11429	4	0.10151397666372
DLBCL10527	4	0.0263226240321836
DLBCL10970	4	0.0241276976788299
DLBCL10469	4	-0.00905772428561602
DLBCL10544	4	0.0454243883744878
DLBCL10965	4	0.0558843081460324
DLBCL11660	4	0.130459780234234
DLBCL10497	4	0.026047863120213
DLBCL10564	4	0.0641181816069962
DLBCL10919	4	0.0275647830545939
DLBCL10955	4	-0.0230299352101289
DLBCL10456	4	0.0142637310766076
DLBC_FF_8062_TP_NB	4	0.0596686815641483
DLBCL11464	4	0.0474882742661999
DLBCL11571	4	0.0951661835302896
DLBCL10547	4	0.00474345147465621
DLBCL10529	5	0.198182652406059
DLBCL11540	5	0.0115808625828885
DLBCL10487	5	0.176355778783325
DLBCL10851	5	0.0384469020493172
DLBC_FF_A7CW_TP_NB	5	0.00452946467714973
DLBCL10934	5	0.144081114171499
DLBCL11679	5	-0.00289822712607226
DLBCL10850	5	0.0720296877132923
DLBCL10903	5	-0.0123831628180571
DLBCL10507	5	0.0237806961193872
DLBCL10983	5	0.0354200526196813
DLBCL11673	5	0.12114509094349
DLBCL10908	5	0.0308443901638277
DLBCL11206	5	-0.00637744211057188
DLBCL10477	5	0.00945731398186688
DLBCL10470	5	0.114583547685639
DLBCL10834	5	-0.00245307329986676
DLBCL11531	5	-0.115770856337641
DLBCL10895	5	-0.096965502334613
DLBCL11436	5	0.00411022164141728
DLBCL10510	5	0.111324240163533
DLBCL11446	5	0.000794451471139536
DLBCL10521	5	0.0793506011211332
DLBCL10835	5	0.106606209136193
DLBCL11565	5	0.105873365506252
DLBCL10971	5	0.0971105639151316
DLBCL10911	5	0.0831348942180037
DLBCL10907	5	0.08921821810163
DLBCL11456	5	0.106388615622412
DLBCL10845	5	0.165989355025877
DLBCL11577	5	0.132399847284707
DLBCL11530	5	0.0586701308557947
DLBCL10483	5	0.084644832191169
DLBCL10917	5	0.0729433926550303
DLBCL11516	5	0.112899949372049
DLBCL10838	5	0.0959600757080744
DLBCL10922	5	-0.0112884002780916
DLBCL11503	5	0.173021065987641
DLBCL10524	5	0.0954209726291135
DLBCL10539	5	0.0805961171883549
DLBCL11438	5	0.120678405996175
DLBCL11203	5	0.141133520696772
DLBCL11449	5	0.0822546795734481
DLBCL11003	5	0.201813534888307
DLBCL10533	5	0.129519477982043
DLBCL10480	5	-0.050289376545182
DLBCL11193	5	0.104380211116864
DLBCL11579	5	0.159020514137917
DLBCL10956	5	0.0941624830097752
DLBCL10512	5	0.00935160903478708
DLBCL10460	5	-0.00145057635532022
DLBCL11466	5	0.00799554836683459
DLBCL11188	5	0.124965977140047
DLBCL10566	5	0.0349540715346964
DLBCL10485	5	0.0537847485123717
DLBCL10874	5	0.00185754038478586
DLBCL10988	5	0.195488246768552
DLBCL10849	5	0.160613971835246
DLBCL10981	5	0.086376818644004
DLBCL10486	5	-0.0132237767757794
DLBCL10493	5	0.142774642566343
DLBCL10484	5	-0.0205586522169825
DLBCL10906	5	0.0118875771097271
DLBCL10500	5	-0.101057241069064
DLBCL10502	5	0.0239694928273686
DLBC_FF_8042_TP_NB	5	0.119806955857648
DLBCL10961	5	0.0579951312000574
DLBCL10538	5	0.0334192476338017
DLBCL10885	5	0.115424462304333
DLBCL10452	5	-0.0154614373579146
DLBCL10921	5	0.130121706398039
DLBCL10962	5	-0.0480690239760586
DLBCL10494	5	0.0930374801444874
DLBCL10517	5	-0.0181261415866263
DLBCL10994	5	0.0752016386000534
DLBCL10528	5	0.134191233377922
DLBCL10954	5	0.112901592329053
DLBCL11180	5	0.203047256870105
DLBCL10980	5	0.0457664915299896
DLBCL10985	5	-0.00720490038466989
DLBCL10454	5	0.154258763441573
DLBCL11204	5	-0.00156078384050516
DLBC_FF_8043_TP_NB	5	0.0211377866400228
DLBCL11661	5	-0.0489885293854685
DLBCL10984	5	0.0420012764169442
DLBCL11562	5	0.101316697198922
DLBCL11507	5	0.0136110999190544
DLBCL10541	5	0.018268336355256
DLBCL10871	5	0.00195801352857306
DLBCL11664	5	0.0567581139408915
DLBCL11483	5	0.0885916123447192
DLBCL10473	5	0.106930168328131
DLBCL11536	5	0.0907514876823575
DLBCL10453	5	-0.0048487632563459
DLBCL11591	5	0.063594244240716
DLBCL11484	5	0.135345217397569
DLBCL10519	5	0.160692987295063
DLBCL11479	5	0.14913053671233
DLBCL10859	5	0.0619554762970746
DLBCL10531	5	0.00139172564194702
DLBCL11346	5	0.0992224654783156
DLBCL11498	5	0.143513310788135
DLBCL10461	5	-0.00867317639435209
DLBCL10549	5	0.0648083382272101
DLBCL10846	5	0.102526853210294
DLBCL11208	5	-0.0123170900472288
DLBCL10926	5	-0.0254583726789541
DLBCL10933	5	-0.00973118043203651
DLBCL10947	5	0.0891135273993421
DLBCL10989	5	0.0341949007932846
