	q	p	Shipp_wt	Shipp_mt	Staudt_wt	Staudt_mt	q_os	p_os	Shipp_os_wt	Shipp_os_mt	Staudt_os_wt	Staudt_os_mt	q_pfs	p_pfs	Shipp_pfs_wt	Shipp_pfs_mt	Staudt_pfs_wt	Staudt_pfs_mt	q_pfs_ipi	p_pfs_ipi	Shipp_pfs_ipi_wt	Shipp_pfs_ipi_mt	Staudt_pfs_ipi_wt	Staudt_pfs_ipi_mt	q_test_train	p_test_train	Train_wt	Train_mt	Test_wt	Test_mt
X11Q23.3.AMP	0.6398785502961243	0.15734718449904694	61	18	77	12	0.4817838685613565	0.25905895889355174	51	16	45	8	0.8263157586700869	0.19766795735679596	21	10	18	3	0.9709119437904223	0.16938054319802265	21	10	15	2	0.944523382506845	0.24110679294962856	100	15	38	2
X7Q22.1.AMP	0.7412274648855102	0.1944203186584945	64	15	79	10	0.8000007332298747	0.6163940075705592	55	12	46	7	1.0	0.449463585334511	25	6	19	2	0.9709119437904223	0.6938126725203355	25	6	15	2	1.0	1.0	106	8	37	3
X21Q.AMP	0.8706993651787266	0.25043379636746305	50	29	64	25	0.8502232376166959	0.6969042931284393	44	23	37	16	1.0	1.0	22	9	15	6	1.0	1.0	22	9	12	5	0.944523382506845	0.14926852131609236	81	35	33	7
X17Q25.1.DEL	0.8706993651787266	0.2625299766330408	71	8	74	15	0.4126193020578559	0.12861532903402176	63	4	45	8	0.7674852362239231	0.033650923544540544	30	1	16	5	0.4915742307726748	0.016640492222963224	30	1	12	5	0.944523382506845	0.28906615324652785	107	19	38	3
X11Q.AMP	0.8706993651787266	0.271201441613046	52	27	51	38	0.6725956697479384	0.45207249933877824	44	23	31	22	1.0	0.7813946471374271	19	12	12	9	1.0	1.0	19	12	11	6	1.0	0.9999999999999999	79	42	24	13
X9Q21.13.DEL	0.8920984898443519	0.29249130814568913	55	24	69	20	0.7077913739110231	0.5331191782108856	48	19	41	12	1.0	0.5415564764715751	20	11	16	5	0.9709119437904223	0.7565679941046679	20	11	12	5	0.944523382506845	0.31138377915538645	91	36	33	8
X1P13.1.DEL	0.8921916669042593	0.33962138024509175	53	26	53	36	0.4126193020578559	0.13333311606597142	45	22	28	25	1.0	1.0	21	10	14	7	0.9709119437904223	0.5473686140383667	21	10	10	7	1.0	0.8522281456581545	79	46	27	14
X8Q24.22.AMP	0.8921916669042593	0.33962138024509175	53	26	53	36	0.4817838685613565	0.2580227185801498	46	21	31	22	1.0	1.0	21	10	14	7	0.9709119437904223	0.5473686140383667	21	10	10	7	0.944523382506845	0.44166188126510547	83	41	23	16
X7Q.AMP	0.8921916669042593	0.3437425068342306	52	27	52	37	0.32777959757047126	0.015018702975220375	46	21	24	29	1.0	0.7743598282633535	19	12	14	7	1.0	1.0	19	12	11	6	0.944523382506845	0.18081359223597918	83	41	21	18
TP53	0.8921916669042593	0.3536733705796086	37	42	49	40	0.4126193020578559	0.13856297857963995	33	34	34	19	1.0	0.5724889134937289	14	17	12	9	0.9709119437904223	0.2373840694824028	14	17	11	6	1.0	1.0	62	1	24	0
X12Q.AMP	0.8921916669042593	0.3656523225017456	63	16	65	24	0.4543695319655942	0.20856306385305964	53	14	36	17	1.0	0.6997074101824605	27	4	17	4	0.9709119437904223	0.4284503220379595	27	4	13	4	0.944523382506845	0.5316719610851942	95	32	33	8
X19P13.2.DEL	0.8975807850039783	0.3825754165590727	61	18	63	26	0.41437433111350586	0.16679445288427855	50	17	33	20	0.8263157586700869	0.11731559495662773	25	6	12	9	0.4915742307726748	0.02417578184127909	25	6	8	9	1.0	0.837023975466903	94	31	30	11
IPI_Low_01	0.9282717994252743	0.4108744030243017	56	23	57	32	0.4126193020578559	0.13479557650970722	44	23	27	26	0.8263157586700869	0.20319239967297217	25	6	13	8	0.5256121458671192	0.05488366941926913	25	6	9	8	0.944523382506845	0.5694238287595974	87	40	26	15
X11P.AMP	0.9383159907289164	0.4830797658887697	56	23	68	21	0.9477828338358496	0.8423468311540954	48	19	37	16	1.0	1.0000000000000002	21	10	15	6	0.9709119437904223	0.7413534937362096	21	10	13	4	0.944523382506845	0.5276319184092453	96	29	28	11
X6P.AMP	0.9383159907289164	0.5130712301117427	51	28	62	27	0.9477828338358496	0.8497658050684557	41	26	34	19	0.9278343864839538	0.258576796233233	15	16	14	7	0.9709119437904223	0.5557577103780988	15	16	10	7	0.944523382506845	0.4295660052558575	87	34	26	14
X4Q35.1.DEL	0.9383159907289164	0.5169317298163828	54	25	56	33	0.4258324418074504	0.18848321194756001	45	22	29	24	1.0	0.5556314969307813	22	9	13	8	0.9709119437904223	0.5242010793863963	22	9	10	7	0.944523382506845	0.5713889213088978	85	42	25	16
X1P36.11.DEL	0.9383159907289164	0.5299555168086141	49	30	50	39	0.4126193020578559	0.1365406499093359	43	24	26	27	1.0	0.7720806346094479	20	11	12	9	0.9709119437904223	0.5410526915698227	20	11	9	8	1.0	0.8561635875571384	74	52	25	16
X7P.AMP	0.9383159907289164	0.5318356327316365	48	31	49	40	0.32777959757047126	0.027869969367308775	44	23	24	29	1.0	0.40473806767962045	20	11	11	10	0.9709119437904223	0.35922836435441874	20	11	8	9	0.944523382506845	0.45394021059619855	76	47	21	18
X5P.AMP	0.9383159907289164	0.594272311318194	61	18	65	24	0.7077913739110231	0.526549588291657	52	15	38	15	1.0	0.5225000817053419	22	9	17	4	0.9709119437904223	0.7469762438723788	22	9	13	4	0.944523382506845	0.29209525764545446	97	26	29	12
X9P24.1.AMP	0.9383159907289164	0.5964910181271823	57	22	68	21	0.9477828338358496	0.832888437627405	51	16	39	14	0.8263157586700869	0.20319239967297217	25	6	13	8	0.5256121458671192	0.05488366941926913	25	6	9	8	0.944523382506845	0.5020049125865483	96	24	29	10
X19P13.3.DEL	0.9383159907289164	0.621844631864774	55	24	58	31	0.4126193020578559	0.13333311606597142	45	22	28	25	0.7674852362239231	0.04085186035681448	23	8	9	12	0.4915742307726748	0.013471600273593991	23	8	6	11	0.944523382506845	0.4370138051837334	87	36	26	15
X1P31.1.DEL	0.9383159907289164	0.6317101526289641	52	27	55	34	0.4258324418074504	0.18848321194756001	45	22	29	24	1.0	1.0	20	11	13	8	0.9709119437904223	0.5410526915698227	20	11	9	8	1.0	0.8523576332266244	80	47	27	14
X2P16.1.AMP	0.9383159907289164	0.6333392263132804	47	32	57	32	0.6074739400938668	0.34865295460527945	38	29	35	18	1.0	0.7743598282633535	19	12	14	7	1.0	1.0	19	12	10	7	0.944523382506845	0.2713376025269712	82	27	22	12
X6Q.DEL	0.9383159907289164	0.6425861137690677	45	34	47	42	0.9477828338358496	0.8545582928028153	37	30	28	25	0.8263157586700869	0.15723547604800564	12	19	13	8	0.9709119437904223	0.3774931205651025	12	19	9	8	0.8752521143566371	0.029645178492298394	76	51	16	25
X1P36.32.DEL	0.9383159907289164	0.6437928277098359	44	35	46	43	0.4126193020578559	0.06910434504589628	38	29	21	32	1.0	1.0	17	14	12	9	0.9709119437904223	0.7639962836383651	17	14	8	9	0.944523382506845	0.36538981004281856	71	55	19	21
X6P21.1.AMP	0.9383159907289164	0.6455278947382859	68	11	79	10	0.4817838685613565	0.260637174795488	57	10	49	4	1.0	0.687195218940063	26	5	19	2	1.0	1.0	26	5	15	2	0.944523382506845	0.2113978114076818	112	9	35	6
IPI_IntermediateLow_2	0.9383159907289164	0.6908280807277288	63	16	74	15	0.4817838685613565	0.25905895889355174	51	16	45	8	0.8263157586700869	0.16507400840123362	22	9	19	2	0.9709119437904223	0.28397057496719774	22	9	15	2	1.0	0.8201214908313049	104	23	33	8
X10Q23.31.DEL	0.9383159907289164	0.7151578125915599	62	17	67	22	0.4126193020578559	0.13860712199977146	54	13	36	17	1.0	1.0	24	7	17	4	1.0	1.0	24	7	13	4	0.8752521143566371	0.027667889709228177	103	22	26	14
X13Q.AMP	0.9383159907289164	0.724872321702999	60	19	65	24	1.0	1.0	50	17	39	14	1.0	0.33249146369881705	25	6	14	7	0.9709119437904223	0.3001743617501468	25	6	11	6	1.0	0.8323916757048209	96	30	29	10
COO_GCB	0.9383159907289164	0.736346831970878	40	24	58	31	0.4126193020578559	0.11736911241838849	34	19	25	28	1.0	0.33188888026225405	13	9	16	5	0.9709119437904223	0.31788072833679076	13	9	13	4	0.944523382506845	0.42259863711635115	78	40	20	15
X16Q12.1.DEL	0.9383159907289164	0.7372435574678434	57	22	62	27	0.41437433111350586	0.16324116335235617	51	16	34	19	1.0	0.5119511082641771	25	6	15	6	0.9709119437904223	0.7266184576074425	25	6	13	4	0.944523382506845	0.11283315015447319	94	32	25	16
X14Q32.31.DEL	0.9383159907289164	0.7372435574678434	57	22	62	27	0.7077913739110231	0.5337443147525748	51	16	37	16	1.0	1.0	22	9	15	6	0.9709119437904223	0.7469762438723788	22	9	13	4	0.8752521143566371	0.043045185951965756	85	40	34	6
X2Q22.2.DEL	0.9383159907289164	0.7372435574678434	57	22	62	27	0.6694354645491936	0.4120323372875528	47	20	41	12	1.0	0.7472059256087104	24	7	15	6	0.9709119437904223	0.4982776801571957	24	7	11	6	0.944523382506845	0.5530974542088077	92	35	27	13
X1Q.AMP	0.9383159907289164	0.7383470090981636	56	23	60	29	1.0	1.0	46	21	37	16	0.7674852362239231	0.05032690073599496	20	11	19	2	0.7552567288238021	0.09905006279656423	20	11	15	2	1.0	0.8416193130474231	89	36	27	12
X17P.DEL	0.9405867090250422	0.7555532580692962	33	46	35	54	1.0	1.0	29	38	23	30	1.0	1.0	9	22	6	15	0.9709119437904223	0.7469762438723788	9	22	4	13	1.0	0.8557937274875556	52	72	16	24
X19Q13.32.DEL	0.9888989717860821	0.8149493066005866	69	10	79	10	1.0	0.9999999999999999	57	10	45	8	1.0	0.6367970265029088	27	4	20	1	0.9709119437904223	0.6429839561199414	27	4	16	1	1.0	1.0	112	15	36	5
EP300	0.9888989717860821	0.8267843862473802	67	12	77	12	1.0	0.9999999999999999	57	10	45	8	1.0	1.0	24	7	17	4	1.0	1.0	24	7	13	4	0.944523382506845	0.2488022133747215	110	2	34	2
X13Q14.2.DEL	1.0	0.8537184779046036	61	18	70	19	0.7077913739110231	0.519419566353216	53	14	39	14	1.0	0.31835838120896714	22	9	18	3	0.9709119437904223	0.28397057496719774	22	9	15	2	0.944523382506845	0.1845532105029132	103	24	28	12
COO_ABC	1.0	0.8712645834346263	34	30	46	43	0.41437433111350586	0.16982554553832208	26	27	34	19	1.0	0.5466947590669858	12	10	9	12	0.9709119437904223	0.5231070892917389	12	10	7	10	1.0	1.0	62	56	18	17
COO_UNC	1.0	0.9999999999999999	54	10	74	15	1.0	1.0	46	7	47	6	1.0	0.6980847945113401	19	3	17	4	1.0	1.0	19	3	14	3	0.944523382506845	0.19863551122311776	96	22	32	3
X9Q.AMP	1.0	1.0	65	14	73	16	0.9477828338358496	0.8067049012687577	55	12	45	8	1.0	1.0	26	5	18	3	1.0	1.0	26	5	14	3	0.944523382506845	0.355002993137031	106	20	32	9
SV.MYC_SV.BCL2	1.0	1.0	79	0	88	1	0.6725956697479384	0.44166666666666654	67	0	52	1	1.0	0.403846153846154	31	0	20	1	0.9709119437904223	0.35416666666666674	31	0	16	1	1.0	1.0	126	1	41	0
X1Q42.12.DEL	1.0	1.0	66	13	74	15	0.6725956697479384	0.44383161661304177	59	8	44	9	1.0	0.5003815149026365	26	5	16	5	0.9709119437904223	0.7014673557073272	26	5	13	4	0.944523382506845	0.47427069751333645	104	23	36	5
X12P.AMP	1.0	1.0	59	20	67	22	0.8502232376166959	0.6919801533052702	48	19	36	17	1.0	1.0	24	7	16	5	0.9709119437904223	0.7305072419942497	24	7	12	5	0.944523382506845	0.29463948366671044	93	34	33	7
X12P13.2.DEL	1.0	1.0	63	16	71	18	0.7077913739110231	0.4994528051847744	52	15	44	9	1.0	1.0	24	7	16	5	1.0	1.0	24	7	13	4	1.0	1.0	102	25	32	8
ZNF423	1.0	1.0	75	4	85	4	0.830637588579818	0.6536164631447747	65	2	50	3	0.8263157586700869	0.1583710407239819	31	0	19	2	0.9709119437904223	0.35416666666666674	31	0	16	1	0.944523382506845	0.5729076254549715	119	3	41	0
X13Q34.DEL	1.0	1.0	64	15	71	18	0.6074739400938668	0.3585092105472001	56	11	40	13	1.0	0.7407240262653441	23	8	17	4	0.9709119437904223	0.7230213320496454	23	8	14	3	1.0	0.9999999999999999	102	23	33	7
